Title,ingredients_list,category
Tahu Terong Crispy Cabe Garam,"['minyak goreng', 'air']",tahu
Tahu cabe garam,"['tahu secukupnya potong kotak', 'bawang daun', 'royco', 'garam', 'secukupnya cabe hijau', 'cabe merah secukupnya selera', 'garam']",tahu
Ayam tahu balado,"['/4 jg ayam', 'bumbu ungkep ayam :', 'garam', 'merica', 'bumbu halus :', 'sedikit gula jawa', 'minyak utk menumis']",tahu
Tahu isi,"['/4 bh kol, iris halus', ', kupas, serut', 'secukupnya air', 'secukupnya daun bawang & seledri', 'bahan tepung :', 'tepung crispy serbaguna secukupnya, encerkan dengan air']",tahu
Sapo Tahu Jamur & Baso Ikan,"['-potong', ', potong serong', 'kacang buncis secukupnya, potong serong', ', cincang halus', ', cincang halus', 'baso ikan secukupnya, potong menjadi 3 bagian', '-potong', 'saus tiram', 'garam', 'gula', 'merica']",tahu
Tahu saus tomat,"[',tiriskn', 'bahan sambal', 'bumbu tambahan', 'optional gula pasir', 'optional garam', 'bila suka penyedap']",tahu
Pepes Tahu,"['secukupnya lada butir', 'sesuai selera cabe', 'secukupnya teri medan', 'secukupnya daun bawang,sereh,lengkuas', 'penyedap rasa: gula,garam,royko', 'daun pisang']",tahu
Ote2 tahu,"['bahan', 'sambal kobe', '/ penyedap lainnya', 'pelengkap daun bawang potong2']",tahu
Bola tahu ayam jamur,"['secukupnya kaldu bubuk', 'secukupnya bawang putih bubuk', 'secukupnya lada bubuk', 'secukupnya garam', 'secukupnya minyak']",tahu
Pepes Tahu Jamur,"['/2 buah tomat', 'daun pisang dan tusukan secukup nya']",tahu
Tahu putih masak tauco,"['secukupnya teri', 'secukupnya gula jawa', 'minyak untuk mnggoreng']",tahu
Tempe + tahu Crispy,['secukupnya air'],tahu
Sambal Goreng Kentang dan Tahu,"['santan kelapa', 'minyak goreng', 'daun salam', 'gula jawa', 'penyedap rasa', 'garam', 'tomat']",tahu
Naget tahu sayur cryeeesss,"['secukupnya garam', 'daun bawang', '/4 terigu', '/2 kg tepung parnir', 'secukupnya merica bubu']",tahu
Tumis tahu toge kemangi,"['sesuai selera kemangi 2 ikat kecil', 'bumbu:', '/2 buah tomat hijau', '/2 siung  bawang bombay , iris dadu kecil,']",tahu
Tahu Tepung Bumbu,"['tepung bumbu serba guna', 'secukupnya minyak goreng']",tahu
Bacem tahu tempe ala amy kekey,"['/5 sdm lada', 'sedikit jahe', 'sedikit kunyit', 'sedikit asem jawa', 'sesuai selera gula merah', 'sesuai selera kecap manis', 'garam,micin dan penyedap rasa']",tahu
Menu Anak: Nugget Tahu,"['bawang putih bubuk', '/2 sdt garam', 'tepung roti', 'minyak goreng']",tahu
Daging sapi & tahu masak santan,"[', cuci bersih', '.biasa, potong sesuai selera', ', memarkan', 'sesuai selera cabe rawit merah utuh', 'secukupnya gula garam', 'secukupnya air kaldu sapi', 'bumbu halus:', '/orange', '/2 sdt ketumbar bubuk', '/2 sdt kunyit bubuk', '/2 sdt lada bubuk']",tahu
Semur Tahu&Telur,"['telur ayam', 'tahu putih', 'cabai rawit', 'kecap', 'ladaa', 'garam', 'gula', 'mecin']",tahu
Bola tahu bayam,"['/2 ikat bayam', 'penyedap/ gula', 'secukupnya garam', 'secukupnya lada bubuk', 'secukupnya tepung roti', 'minyak goreng srsukupnya']",tahu
Tahu tempe cabe garam kemangi,"['♥️bahan utama♥️', 'secukupnya minyak goreng', '♥️bahan tepung baluran♥️', '♥️bahan cabe♥️', 'secukupnya garam', '/2 sdt bubuk kaldu non msg']",tahu
Sundubu Jjigae (sup tahu pedas ala korea),"[',potong dadu besar', 'segenggam tauge', '/4 bh kol yg kecil,iris', ',kocok lepas', ',iris memanjang', ',iris serong', 'secukupnya garam,gula,cabe bubuk & minyak goreng', 'secukupnya air', '🍅 bumbu halus🍅', ',yg kecil']",tahu
Martabak Tahu,"[', hancurkan', ', iris kotak-kotak kecil', ', cincang halus', ', cincang halus', 'secukupnya daun bawang', 'secukupnya garam', 'secukupnya lada hitam', 'secukupnya lada putih', 'secukupnya minyak goreng', 'secukupnya putih telur']",tahu
Tahu cabe garam,"['secukupnya tahu', 'secukupnya garam', 'secukupnya penyedap']",tahu
Tumis sayuran dan tahu,"['/4 tauge', 'secukupnya kacang panjang muda', '-6 bawang putih', 'garam', 'minyak goreng']",tahu
Nasi Goreng Tahu,"['nasi', 'tahu', 'garam', 'kecap bango', 'bawang putih', 'nugget, chicken wings  bisa di ganti sesuai selera kalian']",tahu
Tahu & Mie Crispy,"['tahu', 'mie', 'cabe rawit', 'seledri', 'bon cabe', 'garam']",tahu
Bola tahu rambutan,"['secukupnya lada bubuk', 'secukupnya garam', 'remukan mi']",tahu
Martabak Tahu,"['minyak goreng', 'bumbu:', ',cincang kasar', ', iris halus', 'merica', 'kaldu bubuk']",tahu
Tahu Kikil Pedas Simple,"['-10 buah cabai keriting iris serong', '-10 bawang merah iris', 'saus sambal secukupnya sesuai selera', '/2 sdm kecap manis', '/2 sdm kecap asin', 'secukupnya kaldu', 'secukupnya lada', 'secukupnya minyak untuk menumis']",tahu
Tahu Susur anget²..ala abang2,"['/ tahu basah, digoreng dulu', 'bahan isian :', ', kupas, cuci, potong dadu kecil²', ', cuci, tiriskan', 'bbrp lbr kol, rajang tipis²', ', iris halus', 'secukupnya merica bubuk, kaldu ayam bubuk dan garam halus', 'margarin utk menumis', 'bahan pelapis :', 'seujung jari kunyit / kunyit bubuk', 'secukupnya garam, merica bubuk dan kaldu bubuk', 'secukupnya air utk mengencerkan pelapis', 'minyak utk menggoreng']",tahu
Tahu kanji crispy,"['/2 sdt teh garam', 'penyedap secukupnya', '+ 2sdm tepung beras', 'secukupnya air mendidih', 'secukupnya minyak goreng']",tahu
Brokoli Tahu Udang Lada Hitam,"['secukupnya cabai rawit', 'secukupnya kaldu jamur, gula pasir, garam', 'secukupnya air dan minyak goreng']",tahu
Bacem tahu tempe,"['bumbu halus:', 'secukupnya kemiri', 'secukupnya ketumbar', 'bumbu a:', 'gula garam', 'secukupnya kecap manis', 'secukupnya asam jawa', 'air kelapa']",tahu
Tahu ayam suwir,"['tahu kuning  dan goreng', 'ayam suwir', ', cincang', ', cincang halus', 'saus tiram', 'minyak wijen', 'kecap manis', 'garam', 'sedikit merica', 'secukupnya air', '/2 bawang bombay']",tahu
Nuget tahu sayuran tanpa panir tanpa kukus,"['/2 buah wortel parut pake parutan keju', 'secukupnya bawang pre/iris""', 'bumbu:', 'secukupnya merica bubuk', 'garam', 'gula', 'penyedap']",tahu
Tahu kres,"[',5 tahu', '± 1,5 sendok makan tepung maizena', '± 1 sendok teh baking powder', 'secukupnya garam', 'secukupnya bubuk bumbu tabur']",tahu
Pepes Tahu Simpel,['secukupnya gula garam'],tahu
Tumis Jamur Tahu Pedas,"['secukupnya air', 'sejumput garam', 'sejumput royco']",tahu
Tahu Penyet Terasi,"['/2 sdt garam', 'secukupnya minyak goreng']",tahu
Bola bola mie tahu kornet 😜,"['kornet sapi 1 kaleng kecil', 'secukupnya daun seledri', 'secukupnya penyedap', 'secukupnya lada putih', 'secukupnya gula', 'cabai / boncabe']",tahu
Rollade tahu sosis,"['sosis 5pcs', '/2 sdt merica', 'secukupnya garam', 'secukupnya penyedap rasa', 'plastik roll untuk mengukus']",tahu
Tahu Aci 10 menit jadi,"['. potong dua diagonal', '. parut halus', '. cincang halus', 'secukupnya garam dan kaldu bubuk']",tahu
Tahu Tepung Instan #Bandung_RecookSariUtamiKimdonghwa,[],tahu
Bakwan Tahu no msg,"['★ bumbu halus', ', sangrai', '/2 sdt ketumbar', '/2 sdt lada', '/2 sdm garam', '★ bahan tepung', '/ susu cair fc', '★ bahan isi', ', potong dadu', ', parut', 'segenggam tauge', 'sesukanya kol,iris tipis', 'secukupnya daun bawang']",tahu
Tahu Tempe Bacem,"['tahu putih 1 plastik isi 5', 'bumbu halus', 'bumbu tambahan', ',5 buah gula merah', '/laos', 'kecap, masako sapi, gula dan garam']",tahu
Oseng Buncis Tempe&Tahu,"['secukupnya buncis', '/2 papan tempe', 'secukupnya gula jawa', 'secukupnya garam', 'secukupnya penyedap']",tahu
Tahu Tepung Krispi,"['secukupnya garam', 'secukupnya air', 'minyak']",tahu
Tahu Fantasi,"['bihun jagung', '/2 bonggol jagung', '/2 sdt garam', 'bon cabe bagi yg suka pedes', 'daun bawang']",tahu
Buncis Cha Tahu Putih,"['mentega 1/2 sdm', 'air', 'garam', 'penyedap jamur', 'lada putih']",tahu
Perkedel Tahu,"['garam', 'merica', 'minyak goreng', 'oregano']",tahu
Tahu kriuk cabe garam,"['secukupnya lada bubuk', 'secukupnya garam halus', 'secukupnya minyak goreng untuk menggoreng tahu']",tahu
Sushi Tahu,"['tahu pong', 'beras pulen', 'sosis ayam', 'sosis sapi', 'bawang merah', 'bawang putih', 'bawang bombay', 'sawi hijau', 'saus tomat', 'saus tiram', 'saus cabai', 'merica bubuk', 'garam']",tahu
Tahu sakura,"['secukupnya air', 'secukupnya minyak']",tahu
Tahu Tempe Saos Tiram,"['< goreng', '/2 papan tempe potong dadu', 'bumbu halus:', 'bahan pelengkap:', 'secukupnya garam', 'secukupnya kaldu bubuk']",tahu
Tahu cumi,"['secukupnya mie spageti rebus', 'secukupnya lada dan garam', 'secukupnya tepung panir']",tahu
Tahu gejrot,"['tahu pong kalo tidak ada tahu biasa', 'sesuai selera cabai', 'secukupnya air asam jawa', 'garam', 'gula']",tahu
Tumis Tauge Tahu Kuning,"['/2 batang wortel, iris korek api', '/2 buah tomat', 'secukupnya garam gula merica', 'secukupnya royco sapi']",tahu
"Sambal goreng labu siam, tahu, telur","[', potong2', ', iris', ', iris', ', haluskan', 'secukupnya ebi kering', 'secukupnya garam dan kaldu sapi bubuk', 'secukupnya minyak utk menumis']",tahu
Tumis usus ayam tahu,"[', cuci bersih, rebus, tiriskan, potong 1 cm', ', potong sesuai selera lalu goreng kering', 'bumbu halus :', 'rempah daun :', ', geprek', ', geprek', ', buang tulang daunnya', 'sesuai selera penyedap rasa ayam,', 'secukupnya garam dan gula']",tahu
Tahu sarang burung,"['/2 sendok lada', 'bumbu halus :']",tahu
Orak arik tahu + cumi + jamur enoki,"['/4 kg cumi', 'secukupnya margarin untk menumis', 'secukupnya garam, gula, merica, royco ayam', '/2 bh bawang bombay', 'secukupnya air']",tahu
Mun Tahu Udang,"['/tahu cina ukuran besar, potong dadu', ', cincang kasar', ', haluskan', 'secukupnya lada, kaldu bubuk, gula, garam', 'secukupnya air', '-2 sdm larutan maizena', 'daun bawang iris serong', 'minyak utk menumis']",tahu
Rolade Ayam Tahu,['secukupnya parutan wortel'],tahu
Tahu Fantasi Sosis,"[',haluskan', ',masing2 potong jadi 4,kerat bentuk bunga', ',serut', ',potong kecil', ',kocok lepas', 'secukupnya garam', 'secukupnya minyak goreng', '🌼 bumbu halus 🌼', '/2 sdt merica', '🌼 bahan baluran,kocok rata 🌼', 'secukupnya garam dan merica bubuk']",tahu
"Sambal Pete, Tahu dan Telur Puyuh","[', belah 2', ', potong menjadi 12 bagian', '/2 bungkus terasi abc']",tahu
Tahu bola pimpong,"['-3 buah tahu putih', 'daun bawang', 'bumbu halus :', 'secukupnya lada', 'secukupnya garam', 'penyedap rasa']",tahu
Tumis gurih tahu ayam kacang panjang,['/4 ayam'],tahu
Tahu Kukus (Isian) Quiche,"['~ campur, aduk rata :', '/bayam, iris halus', ', ulek', 'jagung', ', iris', '/2 bh tahu cina', '/2 sdm garam', '/2 sdt merica bubuk', '/2 sdt kaldu jamur', '~ bahan pencelup, aduk rata :', '/4 sdt garam', '/4 sdt kaldu jamur', ', pake air jg gpp']",tahu
Tumis bakso toge tahu pedas,"['-otak ikan goreng', 'toge', 'tri medan goreng', '/2 bawang bombai', 'cabe merah iris', 'cabe ijo 1 atau 2', 'secukupnya saos tiram', 'sedikit gula', 'sedikit merica']",tahu
Sapo tahu lada hitam,"['daun seledri', 'minyak untuk menumis', 'secukupnya air']",tahu
Semur tahu,"['secukupnya ketumbar', 'secukupnya gula', 'secukupnya garam', 'secukupnya peyedap', 'kecap manis 2 sendok makan', 'secukupnya air']",tahu
Opor ayam tahu,"['bumbu halus:', '/2 sdt lada bubuk', '/2 sdt ketumbar bubuk', 'bumbu:', 'secukupnya gula pasir, garam, kaldu bubuk', 'secukupnya air dan minyak']",tahu
Sayur lodeh lombok(cabe rawit)tahu+tempe,"['/ yg sudah dipotong', '/4 udang kecil2', 'sachet santan', 'secukupnya gula,garam', 'bumbu halus:']",tahu
Sapo Tahu Simple,"[', cuci bersih. potong serong', ', cuci bersih. potong serong', 'jahe secukupnya, saya potong seujung jari aja', 'air secukupnya, saya agak banyakan biar berkuah']",tahu
Pepes tahu,"[',iris serong,diganti cabe rawit jg bisa', 'secukupnya daun bawang', 'secukupnya garam dan penyedap', 'daun pisang utk.pembungkus,layukan']",tahu
Sup tahu ikan laut simpel bumbu ulek,"[',250 gram ikan laut mentah', ',potong jadi 2', 'daun bawang untuk taburan', 'bumbu ulek:', '/2 sdt kunyit bubuk', '/2 sdt terasi goreng', 'sedikit asam jawa']",tahu
Tumis tahu dan tempe jamin enak,"['digoreng', ', digoreng', 'bumbu', '/diblender']",tahu
Tumis kangkung tahu ala Jeko,['secukupnya garam'],tahu
Tahu kecap pedas,"['sedikit garam', 'penyedap rasa']",tahu
Tahu cabe garam anak kos,"['daun bawang', 'garam']",tahu
Tahu oatmeal crispy,"['bahan rendaman tahu :', '/2 sdt ketumbar bubuk', '/2 sdt kaldu bubuk', 'bahan pelapis basah', 'sedikit air', 'sejumput garam+merica', 'bahan pelapis kering', '/2 sdt merica', '/2 sdt lada bubuk', 'bahan oatmeal :', 'sejumput garam+merica+kaldu bubuk', 'minyak goreng', 'cabe', 'daun bawang']",tahu
Tahu Cabe Garam,['-4 sdm tepung bumbu'],tahu
Ayam masak tahu dan jamur,"['/4 tahu kotak', '/2 buah wortel uk. sedang', '/4 buah tomat', 'secukupnya garam, merica, kecap asin']",tahu
Gulai kepala ikan tongkol+kacang panjang & tahu,"['/2 kg ikan tongkol', 'kacang panjang', 'tahu', 'santan', 'bumbu :', 'cabe rawit', 'cabe merah / cabe giling', 'bawang merah', 'bawang putih', 'jahe & kunyit', 'batang sereh, daun jeruk, daun']",tahu
Tahu Isi Pedas /Tahu Jeletot,"['-15 potong tahu goreng', '/2 buah kubis', '🌸bumbu halus:', 'secukupnya garam gula penyedap', '🌸adonan tepung krispi:', '/ ketumbar yg sdh dihaluskan', '/2 sdt merica bubuk', '/2 sdt garam', '/2 sdt magic lezat', 'secukupnya air']",tahu
Bola Bola isi tahu,"['secukupnya tepung terigu', 'secukupnya mie instan', 'secukupnya tahu putih']",tahu
Sambel Goreng kentang &Tahu,"['( potong kotak lalu goreng', 'secukupnya daun salam', '/2 bungkus santan kara', 'secukupnya gula jawa', 'secukupnya gula pasir', 'secukupnya penyedap', 'secukupnya garam', 'bumbu halus;', 'secukupnya ebi']",tahu
Bacem Tempe*n*Tahu (air kelapa)🌴,"['bumbu:', '/merica bubuk', 'secukupnya kecap manis', 'penyedap roy*o ayam', 'secukupnya garam halus']",tahu
Semur Tahu Tempe Telur Puyuh,"[', rebus, kupas', 'bumbu halus :', '/3 btr pala', '/2 sdt merica bubuk', 'secukupnya garam', 'secukupnya kecap manis', 'secukupnya minyak', 'secukupnya air']",tahu
Sambal Tahu,"['/2 potong tahu putih besar potong dadu', 'sedikit ketumbar', 'secukupnya merica', 'secukupnya garam', 'secukupnya kaldu ayam bubuk']",tahu
Pepes Tahu Kemangi,"['daun kemangi secukupnya, dicincang, boleh juga gak dicincang', 'bumbu halus :', '/4 bawang bombay', '/2 buah tomat merah', 'bumbu lainnya:', 'daun salam', 'serai', 'garam gula merica', 'minyak secukupnya untuk menumis bumbu', 'daun pisang']",tahu
Tahu Aci Walik,"['secukupnya lada', 'secukupnya garam', 'secukupnya penyedap']",tahu
Tempe Tahu Bacem,"['bumbu halus:', 'bumbu tambahan:', 'secukupnya kecap, saus tiram, royco, garam']",tahu
Perkedel Tahu,"['-4 tahu putih', 'bahan halus;', 'secukupnya merica', 'secukupnya garam', 'secukupnya penyedap rasa']",tahu
Naget Tahu,"['bumbu halus', '/2 sdt lada', 'secukupnya garam & penyedap', 'pelapis', 'secukupnya tepung terigu', 'secukupnya tepung panir/roti yang oren kusus naget']",tahu
Tahu crispy lembut,"['secukupnya garam', '/4 sendok teh ketumbar', 'secukupnya air']",tahu
Tahu Gundul Isi Sosis,['secukupnya gula-garam-merica'],tahu
Orak arik tahu,"['-2 potong tahu putih', 'secukupnya buncis', '-2 buah wortel', '/2 bawang bombay', 'secukupnya gula,galam,merica', 'saos tiram', 'kecap manis', 'secukupnya kaldu jamur', 'secukupnya air', 'minyak wijen', 'daun bawang,bawang goreng']",tahu
Tahu teriyaki asam manis,"['/4 buah buah bawang bombay', '/4 sdt merica', '/2 sdt garam', '/2 gelas air', 'minyak goreng']",tahu
Pepes Tahu Udang Rebonnn,"[', gula, kaldu bubuk, merica', 'secukupnya minyak goreng', 'bahan halus', 'bahan pelengkap', 'secukupnya daun pisang, tusuk gigi']",tahu
Tumis tatabagung (tauge tahu baso jagung) saustiram,"['potong sesuai selera', '-iris kecil', '- iris kecil', '- iris kecil', '-bawang putih - iris kecil', 'secukupnya daun bawang', 'penyedap rasa', 'secukupnya garam', 'secukupnya minyak sayur + margarin']",tahu
Tahu bulat anget anget..,"['secukupnya garam,pebyedap rasa', 'secukupnya merica bubuk', 'secukupnya minyak untuk menggoreng']",tahu
Cumi tahu bumbu pedas,"['sedikit laos', 'gula', 'garam', 'penyedap rasa', 'air', 'minyak goreng']",tahu
Pepes presto tahu ikan tulang lunak,"['bumbu halus:', '/2 sdt ketumbar bubuk', '.5 sdt garam']",tahu
Tahu Brontak Saus Sambal Kacang,"['bahan untuk tahu brontak:', '/4 kg tepung terigu', 'sesuai selera cabai rawit', 'secukupnya garam', 'secukupnya gula', 'secukupnya lada bubuk', 'secukupnya ketumbar', 'bahan untuk saus sambal kacang:', 'sesuai selera cabai rawit', 'secukupnya garam', 'secukupnya gula']",tahu
Gehu (tahu isi),"['isian  :', 'secukupnya garam', 'secukupnya lada', 'sejumput gula pasir', 'pelapis:', 'secukupnya garam', 'secukupnya air', 'secukupnya minyak goreng']",tahu
Tahu ulek,"['/ulek', '/ulek', '/ulek', 'daun bawang/iris', '/ulek']",tahu
Martabak Tahu sederhana,"['secukupnya garam,ladaku,masako', 'secukupnya minyak untuk menggoreng']",tahu
Orak-arik tahu,"['secukupnya garam', 'secukupnya lada putih bubuk', 'secukupnya kaldu jamur bubuk']",tahu
Tahu krispi,"['/2 sdt masako', '/2 sdt garam']",tahu
Tumis kapri+tahu+wortel saus tiram,"['/2 bawang bombay iris tipis2', 'secukupnya garam dan merica', 'secukupnya minyak goreng']",tahu
Kikil tahu pedas tanpa santan,"['/2 kg kikil', 'garam,gula,penyedap rasa']",tahu
Tahu sutra goreng,"['secukupnya kecap manis', 'minyak untuk mengoreng']",tahu
Tempe dan tahu goreng spesial,"['bahan halus buat rebusan :', '/2 ruas jari jahe', 'secukupnya garam 3 sendok teh gula', 'buat menggoreng :', 'tepung ayam goreng sajiku', 'secukupnya daun seledri', 'secukupnya air', 'secukupnya minyak untuk menggoreng', 'sesuai selera tempe (klo sya 1 papan tempe harga 2rbuan', 'sesuai selera tahu (sya pkek 5 buah tahu ukuran kecil lalu potong']",tahu
Tahu Gejrot,"['tahu goreng instan', 'sejumput garam', 'secukupnya air']",tahu
Udang Tahu Masak Pete,"['/2 kg udang', 'siung bawang putih', 'secukupnya garam dan lada bubuk dan penyedap bila suka']",tahu
Tumis sawi tahu telor,"['secukupnya cabe merah iris nyerong', 'secukupnya garam', 'secukupnya gula', 'secukupnya lada bubuk', 'secukupnya r*yc* sapi', 'secukupnya minyak']",tahu
Tahu cabe garam,"[', potong', ', cincang', ', cincang', ', cincang', ',cincang', ', cincang']",tahu
Tahu isi udang pedas,"[', kupas potong korek', ', iris tipis', ', cincang', ', blender', 'secukupnya cabe rawit iris', '/2 sdt merica halus', 'secukupnya gula dan garam', 'secukupnya tahu, keruk bagian isi', 'secukupnya tepung sang fen atau bisa tepung sagu untuk baluran', 'bahan pencelup :', '/4 sdt baking powder', 'secukupnya air dingin', 'atau : tepung bumbu siap pakai']",tahu
Sambal kentang tahu,"['secukupnya air', 'bumbu halus :']",tahu
Martabak tahu simple,"['tahu sutera putih', 'kulit lumpia', 'daun bawang', 'penyedap rasa', 'secukupnya lada', 'minyak goreng']",tahu
Opor tahu telor,"[', rebus, kupas kulitnya', ', potong 2,goreng sampai berkulit', ', geprek', ', geprek', '.besar', ', buang tulang daunnya', 'bumbu halus :', '/2 sdt lada butiran', '/4 sdt jinten', 'secukupnya garam, gula dan penyedap rasa ayam']",tahu
Telur Dadar Tahu,"['secukupnya garam, merica', 'boleh skip']",tahu
Semur tahu,"['-3 sdm kecap manis', ', sobek-sobek', 'secukupnya garam', 'bumbu halus ::', '/4 buah tomat']",tahu
Tumis kacang tahu tempe,"['sesuai selera cabe', 'secukupnya kecap manis', 'secukupnya saos tiram', 'sesuai selera garam, gula dan royco', 'secukupnya lada bubuk']",tahu
Peyek tahu,['secukupnya air dan minyak goreng'],tahu
Tahu crispy,['secukupnya minyak'],tahu
Sop Tahu,"['daun bawang', 'secukupnya garam', '/2 sdt penyedap rasa ayam', 'cabai']",tahu
Sapo tahu,"['brocoli', 'wortel', 'beby corn', 'jamur kancing', 'tahu topu', 'sawi putih', 'bakso ikan+bakso sapi', 'bumbu', 'iris bawang putih', 'iris jahe', 'tepung maizena']",tahu
Tahu celup telur,"['secukupnya tepung bumbu serbaguna', 'secukupnya garam lada bubuk']",tahu
Gulai udang tahu khas padang,"['/4 kg udang', 'secukupnya air', 'secukupnya minyak goreng', 'secukupnya gula', 'bumbu halus :', 'secukupnya garam']",tahu
Tumis Ayam Jeroan Tahu Cabai Hijau,"['garam', 'merica', 'kaldu ayam']",tahu
Rolade tahu telur mi,"['sepucuk sdt mrica butiran', 'selera penyedap', 'secukupnya garam', 'secukupnya minyak goreng', 'secukupnya daun pisang untuk mengukus']",tahu
Tahu Acar Minimalis,"['/4 papan tempe', 'secukupnya kubis iris halus', 'secukupnya seledri', 'secukupnya mentimun', 'bahan kuah;', 'secukupnya garam', 'secukupnya gula jawa/gula pasir', 'secukupnya penyedap rasa', 'secukupnya air panas']",tahu
"Balado Tahu, Kentang dan Puyuh","['/4 kg telor puyuh', 'bumbu yang dihaluskan 👇', 'secukupnya gula, garam, merica bubuk dan bubuk kaldu penyedap', 'sedikit kecap manis', 'minyak goreng untuk menggoreng dan menumis', 'air']",tahu
Oseng Tahu Tempe,"[', potong sesuai selera', '/2 papan tempe uk kecil, potong sesuai selera', ', iris tipis', ', iris serong', ', geprek', '/2 bungkus terasi udang abc', 'secukupnya garam, lada, gula jawa,', 'air secukupnya']",tahu
Tahu bulat,"['/2 sendok baking powder', '/2 sdm merica bubuk', 'secukupnya garam', 'atau bisa ditambahkan penyedap rasa']",tahu
Tahu walik isi aci,"[', belah tengahnya terus di balik', '-4 siung bawang putih , haluskan', 'secukupnya daun bawang']",tahu
"Botok tahu, ati ayam dan pete","['garam, lada bubuk, penyedap']",tahu
Sambal Udang Pete Tahu,"['bahan - bahan :', '/2 kg udang', 'bumbu halus :', 'bumbu cemplung :', ', digeprek', ', digeprek', 'secukupnya garam', 'secukupnya gula jawa', 'secukupnya air', 'penyedap rasa']",tahu
Martabak Tahu Jamur Mini,"['secukupnya jamur kuping', '/2 sdt garam', '/2 sdt gula', 'secukupnya daun bawang']",tahu
Pepes tahu jamur tiram,"['jamur tiram cuci bersih suir2', 'daun pisang', 'bumbu halus']",tahu
Tahu Isi Sayur,"['isi :', '/4 kol', 'secukupnya toge', '/2 bawang bombay iris', 'merica bubuk secukupnya', 'bawang putih bubuk', 'royko ayam', 'gula pasir', 'celupan :', '/2 bks tepung bumbu', 'secukupnya merica bubuk', '/3 bks royko', '/2 sdm gula pasir', 'air']",tahu
Tahu Bakso Ayam,"['bahan isian', 'secukupnya garam', 'secukupnya lada', 'adonan ceplupan :', 'bumbu medoan, tepung terigu dan air. aduk sampai agak kental']",tahu
Tahu penyet kemangi,"['secukupnya garam', 'secukupnya penyedap rasa']",tahu
Tahu sambal tumis pedas,"['/2 batang daun bawang', 'sambal botol', 'kecap manis', 'lada bubuk', 'masako', 'air']",tahu
Sayur Tahu,"['garam', 'gula merah', 'masako', 'santan cair', 'secukupnya air']",tahu
Sup udang tahu bakso,"[', dikupas kulitnya', '/2 buah tahu cina', 'secukupnya lada', 'secukupnya garam', 'secukupnya air']",tahu
Tempe Tahu Bacem,"['bumbu yang dihaluskan:', 'secukupnya gula jawa', 'secukupnya kecap manis']",tahu
Nugget tami (tahu+mie),"['/2 sdm bawang putih halus', '/4 sdt merica bubuk', 'secukupnya tepung panir', 'secukupnya garam', 'selera penyedap rasa tp tergantung']",tahu
Bakso tahu kuah,"['segenggam tauge', 'garam', 'penyedap rasa', 'secukupnya air']",tahu
Tahu Cabe Garam,"[', potong kotak kecil', 'bumbu :', ', cincang', ', cincang', ', iris', 'secukupnya garam', 'secukupnya merica', 'secukupnya gula', 'secukupnya penyedap']",tahu
Tumis Jamur ~ Tahu,"[', potong dadu lalu goreng setengah matang', ', cuci dan rendam air garam', ', iris', ', iris', ', iris', ', iris', 'secukupnya kecap manis', 'secukupnya gula, garam, dan penyedap']",tahu
Sapo Tahu Seafood,"[', potong-potong, sisihkan', ', iris lebar', ', iris tebal', '-5 lembar sawi putih, iris lebar', ', iris lebar', 'sesuai selera daun bawang,', ', iris tipis', ', haluskan', ', potong kotak', ', iris-iris atau digeprek', 'gula', 'garam', ', larutkan dalam 100 ml air']",tahu
Asem asem daging campur tahu n buncis,"['/4 kg daging sapi', 'bumbu yg di haluskan:', 'bumbu tambahan:', '- 1 daun salam', 'daun bawang, garam, gula n penyedap rasa']",tahu
Tahu kukus ayam saos tiram,"['secukupnya tofu jepang/kalau ga ad pake tahu putih busa jg gpp', 'rumput laut', 'bumbu', 'mrica bubuk', 'garam', 'bawang putih', 'kecap asin', 'saos tiram', 'minyak wijen', 'cabe rawit merah', 'maizena', 'air untuk mengukus']",tahu
Bakwan tahu sayur,"['/4 buah kol /kubis', 'sejumput merica/pake meriah bubuk 1bks', 'sejumput ketumbar', 'secukupnya air dingin /air es', 'secukupnya garam']",tahu
Dada ayam kulit tahu,"['-6 lembar kulit tahu, boleh direndam air dl, atau dikukus dl supaya lemes', 'minyak wijen', ', boleh lebih banyak klo suka. dicacah', ', boleh lebi banyak jg klo suka. dicacah', 'secukupnya garam', 'secukupnya merica', 'totole']",tahu
Nugget tahu,"['secukupnya gula,garam,merica bubuk,penyedap rasa', 'tp panir', 'minyak untuk menggoreng']",tahu
Perkedel Tahu Kari Tanpa Telur,"['/kanji/aci', ', iris halus', 'sedikit garam']",tahu
Botok Mangga Muda Udang Tahu,"['😘 bumbu halus :', '😘 bumbu tambahan :', 'secukupnya masako', 'secukupnya garam', 'secukupnya gula']",tahu
Tahu Aci Pedas Manis,"['/tepung tapioka/tepung aci', ', kocok lepas', 'secukupnya garam, merica bubuk', 'secukupnya air, utk merebus', '▶saus pedas manis:', '/2 buah tomat', ', iris tipis', 'secukupnya garam, gula putih, air']",tahu
Oseng Tempe Tahu Buru-buru,['secukupnya gula&garam'],tahu
Pepes tahu,"['/2 sendok teh merica bubuk', '/2 sendok teh gula pasir', 'atau bisa diganti 3 lembar daun jeruk diiris tipis', 'secukupnya penyedap, bisa diskip', 'secukupnya daun pisang untuk membungkus']",tahu
